Product Title,Product Price,Product Rating,Product Review,Product Feature,Brand,Processor,RAM,OS,Storage,Display,Warranty
DELL XPS Core i5 12th Gen 1230U - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,129999.0,,,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD33.02 cm (13 Inch) Touchscreen Display1 Year Onsite Premium Support (Includes ADP + Advanced Exchange),DELL,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,33.02 cm (13 Inch) Touchscreen Display,
MSI GF63 Core i7 11th Gen 11800H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,61899.0,4.3,118 Ratings & 13 Reviews,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i7 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Infinix X1 Slim Series Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light...,28490.0,4.2,"1,082 Ratings & 187 Reviews",Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayNA1 Year Onsite Warranty,Infinix,Intel Core i3 Processor,(10th Gen)8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
MSI Stealth 15 Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,107890.0,,,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i7 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
ASUS Zenbook 14 OLED (2023) Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM551W...,69990.0,4.4,12 Ratings & 2 Reviews,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series Core i9 13th Gen 13980HX - (16 GB/1 TB SS...,209990.0,2.5,2 Ratings & 1 Reviews,Intel Core i9 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i9 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty
MSI GF63 Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,53990.0,4.4,"1,119 Ratings & 106 Reviews",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Acer Aspire 7 (2023) Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,55990.0,4.3,431 Ratings & 52 Reviews,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Acer,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
HP Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq2673AU Thin and Light Laptop,38890.0,3.7,9 Ratings & 1 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,HP,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",48990.0,4.5,420 Ratings & 42 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
MSI Katana 15 Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,113005.0,,,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i7 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
MSI Katana 15 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,110160.0,5.0,3 Ratings & 0 Reviews,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i7 Processor,(12th Gen)16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,34990.0,4.1,459 Ratings & 82 Reviews,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,Infinix,Intel Core i5 Processor,(12th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
ASUS Vivobook 14 (2022) Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thi...,56990.0,4.2,246 Ratings & 20 Reviews,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(12th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,20211 Year Onsite Warranty
HP Victus Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,60500.0,4.3,622 Ratings & 66 Reviews,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,HP,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Core i7 12th Gen 12700H - (16 GB/512 GB S...,104990.0,4.6,76 Ratings & 3 Reviews,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i7 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
ASUS Vivobook Pro 15 OLED For Creator Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...,59990.0,4.4,271 Ratings & 38 Reviews,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
ASUS Vivobook 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X1400EA-EK322WS Thin and ...,32990.0,4.3,53 Ratings & 5 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
"ASUS Vivobook 14X (2023) For Creator, Intel H-Series Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windo...",95990.0,,,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(13th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB ...,72990.0,4.5,141 Ratings & 23 Reviews,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,HP,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty
Ultimus Elite Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) NU14U3INF56BN-CS Thin and Light Lap...,29990.0,3.6,126 Ratings & 23 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.81 cm (14.1 inch) Display1 Year On-Site Warranty,Ultimus,Intel Core i5 Processor,(10th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.81 cm (14.1 inch) Display,1 Year On-Site Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Acer Aspire 3 15 Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light L...,32990.0,,,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,Acer,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS Vivobook Go 15 Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS Thin an...,28990.0,4.1,310 Ratings & 27 Reviews,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",48990.0,4.5,420 Ratings & 42 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H-Series Core i7 12th Gen 12700H - (16 GB/1 TB SSD/...,89990.0,4.1,124 Ratings & 18 Reviews,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,HP,Intel Core i7 Processor,(12th Gen)16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,20211 Year Onsite Warranty
DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,39990.0,3.9,17 Ratings & 3 Reviews,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Hardware Service,DELL,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
Lenovo ThinkPad E14 Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4 Thin and Li...,96990.0,,,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,Lenovo,Intel Core i7 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2213AU Thin and Light Lap...,34890.0,4.4,28 Ratings & 4 Reviews,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,HP,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
Lenovo Ryzen 5 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® GeForce RT...,63990.0,,,AMD Ryzen 5 Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1-year warranty,Lenovo,AMD Ryzen 5 Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
DELL Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,74990.0,4.1,8 Ratings & 1 Reviews,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support,DELL,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,26990.0,4.2,593 Ratings & 60 Reviews,AMD Athlon Dual Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,Lenovo,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751WS Thin and Light Laptop,89990.0,,,AMD Ryzen 7 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty,ASUS,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Domestic Warranty
DELL Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN5430NH6KJM01ORS1 Laptop,64490.0,,,Intel Core i5 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1-year warranty,DELL,Intel Core i5 Processor,(13th Gen)8 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,44990.0,3.3,4 Ratings & 2 Reviews,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty,Lenovo,Intel Core i3 Processor,(13th Gen)8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,20211 Year Carry-in Warranty
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ544WS Laptop,54990.0,,,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year,ASUS,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,26990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Acer Swift 3 Intel EVO Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) SF314-512-52PP Thin ...,60890.0,4.4,420 Ratings & 61 Reviews,Intel Core i5 Processor (12th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,Acer,Intel Core i5 Processor,(12th Gen)8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Acer Travelmate Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) TMP214-53 Thin and Light ...,41990.0,,,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,Acer,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windo...",63990.0,4.3,11 Ratings & 0 Reviews,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(12th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty
SAMSUNG Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and...,84990.0,4.4,203 Ratings & 27 Reviews,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,SAMSUNG,Intel Core i7 Processor,(13th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
