date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018-04-28,6.0,9.0,9.0,3.0,3.0,8.0,4.0,5.0,5.0,15.0,23.0,31.0,13.0,25.0,24.0,13.0,15.0,39.0,30.0,29.0,10.0,17.0,17.0,17.0
2018-04-29,16.0,9.0,13.0,6.0,2.0,12.0,4.0,7.0,10.0,21.0,13.0,13.0,25.0,26.0,14.0,17.0,13.0,12.0,8.0,14.0,15.0,16.0,11.0,7.0
2018-04-30,8.0,3.0,2.0,4.0,4.0,7.0,7.0,16.0,20.0,29.0,22.0,18.0,31.0,27.0,23.0,24.0,27.0,21.0,33.0,20.0,10.0,11.0,9.0,9.0
2018-05-01,9.0,6.0,2.0,5.0,4.0,2.0,8.0,20.0,27.0,29.0,34.0,27.0,28.0,20.0,18.0,28.0,15.0,28.0,23.0,18.0,15.0,19.0,10.0,9.0
2018-05-02,7.0,3.0,12.0,5.0,9.0,7.0,6.0,21.0,20.0,22.0,30.0,21.0,12.0,23.0,38.0,34.0,32.0,44.0,32.0,19.0,26.0,17.0,11.0,8.0
2018-05-03,6.0,4.0,8.0,6.0,8.0,7.0,9.0,17.0,28.0,20.0,26.0,23.0,30.0,24.0,27.0,34.0,50.0,23.0,23.0,21.0,16.0,8.0,13.0,15.0
2018-05-04,8.0,8.0,12.0,4.0,4.0,4.0,10.0,23.0,11.0,23.0,26.0,32.0,29.0,28.0,33.0,26.0,22.0,29.0,25.0,21.0,15.0,19.0,16.0,12.0
2018-05-05,7.0,12.0,9.0,8.0,4.0,4.0,8.0,14.0,21.0,19.0,15.0,22.0,15.0,29.0,23.0,16.0,22.0,21.0,13.0,14.0,27.0,15.0,15.0,9.0
2018-05-06,7.0,8.0,3.0,9.0,14.0,2.0,14.0,7.0,18.0,16.0,17.0,17.0,18.0,25.0,15.0,21.0,10.0,9.0,18.0,19.0,17.0,11.0,6.0,16.0
2018-05-07,9.0,2.0,6.0,8.0,8.0,10.0,12.0,12.0,17.0,21.0,19.0,24.0,31.0,32.0,17.0,36.0,35.0,35.0,18.0,17.0,14.0,8.0,7.0,9.0
2018-05-08,10.0,8.0,10.0,5.0,3.0,3.0,13.0,18.0,25.0,15.0,22.0,20.0,26.0,26.0,25.0,23.0,16.0,35.0,28.0,16.0,11.0,9.0,9.0,4.0
2018-05-09,2.0,5.0,5.0,4.0,3.0,7.0,13.0,17.0,23.0,25.0,30.0,38.0,28.0,27.0,21.0,27.0,33.0,24.0,21.0,13.0,28.0,22.0,8.0,16.0
2018-05-10,11.0,3.0,6.0,0.0,4.0,10.0,3.0,24.0,19.0,21.0,22.0,24.0,31.0,17.0,20.0,39.0,22.0,44.0,16.0,17.0,16.0,11.0,9.0,12.0
2018-05-11,11.0,4.0,9.0,5.0,4.0,3.0,12.0,17.0,15.0,13.0,27.0,18.0,19.0,22.0,29.0,37.0,35.0,27.0,22.0,27.0,17.0,21.0,13.0,13.0
2018-05-12,12.0,7.0,11.0,16.0,14.0,7.0,7.0,10.0,10.0,16.0,19.0,21.0,30.0,22.0,17.0,17.0,16.0,22.0,25.0,36.0,27.0,20.0,22.0,14.0
2018-05-13,10.0,7.0,7.0,2.0,3.0,5.0,3.0,5.0,7.0,14.0,21.0,15.0,24.0,30.0,23.0,16.0,16.0,7.0,11.0,9.0,20.0,7.0,15.0,6.0
2018-05-14,7.0,14.0,6.0,4.0,10.0,7.0,15.0,15.0,20.0,21.0,19.0,18.0,25.0,22.0,23.0,30.0,34.0,17.0,29.0,25.0,18.0,13.0,9.0,3.0
2018-05-15,2.0,8.0,4.0,5.0,4.0,6.0,19.0,17.0,22.0,27.0,23.0,24.0,30.0,32.0,41.0,50.0,39.0,128.0,80.0,28.0,20.0,13.0,6.0,3.0
2018-05-16,4.0,5.0,7.0,10.0,4.0,5.0,18.0,34.0,22.0,28.0,20.0,23.0,25.0,17.0,29.0,29.0,27.0,39.0,12.0,24.0,11.0,11.0,6.0,8.0
2018-05-17,8.0,3.0,15.0,17.0,19.0,15.0,21.0,26.0,30.0,34.0,31.0,28.0,31.0,15.0,24.0,28.0,26.0,25.0,23.0,23.0,31.0,11.0,14.0,2.0
2018-05-18,9.0,8.0,4.0,3.0,2.0,7.0,16.0,18.0,17.0,16.0,24.0,14.0,24.0,34.0,26.0,33.0,28.0,21.0,30.0,11.0,17.0,28.0,5.0,9.0
2018-05-19,7.0,8.0,4.0,7.0,7.0,12.0,7.0,14.0,14.0,19.0,22.0,25.0,29.0,14.0,23.0,22.0,19.0,29.0,17.0,13.0,17.0,19.0,13.0,15.0
2018-05-20,9.0,12.0,7.0,7.0,9.0,8.0,7.0,20.0,11.0,25.0,32.0,23.0,25.0,25.0,21.0,24.0,26.0,13.0,19.0,16.0,20.0,21.0,13.0,9.0
2018-05-21,6.0,8.0,9.0,10.0,7.0,6.0,12.0,14.0,35.0,19.0,20.0,29.0,32.0,22.0,27.0,21.0,22.0,24.0,28.0,17.0,20.0,12.0,6.0,8.0
2018-05-22,9.0,8.0,4.0,8.0,6.0,4.0,19.0,13.0,22.0,39.0,18.0,14.0,10.0,25.0,23.0,33.0,20.0,19.0,19.0,20.0,13.0,20.0,7.0,13.0
2018-05-23,7.0,8.0,4.0,4.0,7.0,4.0,13.0,26.0,21.0,14.0,25.0,27.0,19.0,25.0,30.0,24.0,37.0,26.0,22.0,23.0,17.0,11.0,13.0,9.0
2018-05-24,7.0,3.0,7.0,3.0,3.0,4.0,14.0,21.0,25.0,30.0,23.0,10.0,27.0,29.0,26.0,30.0,31.0,24.0,28.0,23.0,17.0,19.0,12.0,19.0
2018-05-25,2.0,12.0,8.0,4.0,4.0,5.0,7.0,20.0,16.0,22.0,34.0,34.0,29.0,15.0,36.0,36.0,48.0,26.0,19.0,22.0,18.0,13.0,10.0,7.0
2018-05-26,8.0,3.0,14.0,8.0,6.0,0.0,12.0,7.0,18.0,25.0,17.0,21.0,24.0,26.0,21.0,16.0,20.0,15.0,23.0,11.0,15.0,15.0,14.0,16.0
2018-05-27,14.0,11.0,7.0,9.0,7.0,4.0,8.0,11.0,21.0,38.0,38.0,17.0,16.0,13.0,19.0,19.0,18.0,10.0,20.0,13.0,14.0,7.0,13.0,11.0
2018-05-28,8.0,6.0,10.0,7.0,8.0,3.0,6.0,10.0,19.0,6.0,15.0,20.0,6.0,8.0,12.0,14.0,16.0,10.0,16.0,11.0,14.0,11.0,11.0,9.0
2018-05-29,9.0,8.0,7.0,3.0,2.0,4.0,11.0,23.0,31.0,17.0,28.0,16.0,26.0,23.0,30.0,33.0,35.0,30.0,18.0,10.0,16.0,14.0,10.0,7.0
2018-05-30,9.0,5.0,5.0,8.0,3.0,5.0,14.0,16.0,21.0,17.0,19.0,19.0,13.0,13.0,26.0,26.0,30.0,20.0,26.0,19.0,11.0,14.0,11.0,13.0
2018-05-31,7.0,5.0,4.0,3.0,9.0,5.0,9.0,27.0,23.0,16.0,28.0,19.0,24.0,23.0,28.0,17.0,26.0,32.0,14.0,28.0,11.0,15.0,10.0,15.0
2018-06-01,12.0,2.0,7.0,7.0,5.0,8.0,18.0,19.0,19.0,20.0,37.0,20.0,25.0,17.0,29.0,30.0,43.0,32.0,27.0,14.0,19.0,7.0,15.0,21.0
2018-06-02,11.0,7.0,7.0,5.0,4.0,6.0,5.0,5.0,9.0,16.0,23.0,13.0,23.0,24.0,26.0,14.0,23.0,22.0,18.0,14.0,11.0,11.0,10.0,9.0
2018-06-03,9.0,8.0,10.0,3.0,8.0,4.0,6.0,10.0,12.0,20.0,18.0,12.0,18.0,15.0,26.0,10.0,15.0,25.0,16.0,14.0,22.0,14.0,10.0,7.0
2018-06-04,6.0,8.0,6.0,6.0,10.0,3.0,10.0,24.0,27.0,29.0,27.0,19.0,37.0,29.0,31.0,22.0,24.0,21.0,20.0,26.0,15.0,13.0,11.0,8.0
2018-06-05,6.0,9.0,9.0,2.0,6.0,9.0,16.0,22.0,22.0,21.0,25.0,29.0,24.0,15.0,24.0,23.0,28.0,24.0,26.0,27.0,20.0,18.0,12.0,8.0
2018-06-06,5.0,6.0,4.0,3.0,2.0,3.0,8.0,24.0,19.0,16.0,21.0,14.0,18.0,26.0,19.0,23.0,32.0,24.0,18.0,12.0,16.0,14.0,5.0,7.0
2018-06-07,6.0,9.0,10.0,6.0,4.0,9.0,11.0,23.0,15.0,25.0,21.0,26.0,23.0,25.0,24.0,30.0,27.0,21.0,25.0,14.0,17.0,13.0,13.0,13.0
2018-06-08,5.0,7.0,2.0,1.0,3.0,12.0,11.0,22.0,17.0,30.0,26.0,25.0,22.0,24.0,26.0,22.0,29.0,21.0,25.0,23.0,18.0,15.0,9.0,18.0
2018-06-09,16.0,5.0,11.0,6.0,3.0,8.0,7.0,7.0,13.0,13.0,24.0,18.0,14.0,29.0,24.0,19.0,24.0,20.0,14.0,24.0,8.0,24.0,12.0,13.0
2018-06-10,11.0,7.0,9.0,4.0,3.0,4.0,6.0,8.0,14.0,9.0,13.0,22.0,23.0,22.0,22.0,27.0,22.0,23.0,18.0,13.0,13.0,12.0,12.0,21.0
2018-06-11,42.0,31.0,8.0,11.0,6.0,9.0,15.0,29.0,26.0,22.0,23.0,36.0,24.0,27.0,14.0,36.0,25.0,19.0,19.0,17.0,18.0,22.0,3.0,3.0
2018-06-12,7.0,4.0,2.0,5.0,2.0,6.0,5.0,24.0,21.0,21.0,28.0,22.0,30.0,29.0,23.0,23.0,36.0,27.0,27.0,13.0,13.0,12.0,12.0,10.0
2018-06-13,5.0,5.0,3.0,5.0,3.0,2.0,5.0,21.0,13.0,20.0,25.0,30.0,28.0,30.0,13.0,32.0,32.0,37.0,22.0,15.0,14.0,11.0,10.0,11.0
2018-06-14,4.0,9.0,3.0,6.0,4.0,5.0,12.0,20.0,33.0,22.0,26.0,24.0,26.0,25.0,30.0,29.0,39.0,40.0,29.0,24.0,14.0,22.0,16.0,15.0
2018-06-15,8.0,6.0,5.0,8.0,6.0,1.0,7.0,25.0,22.0,27.0,23.0,33.0,34.0,33.0,21.0,21.0,37.0,29.0,19.0,22.0,19.0,15.0,12.0,12.0
2018-06-16,10.0,14.0,4.0,5.0,7.0,1.0,8.0,8.0,12.0,17.0,18.0,32.0,19.0,26.0,27.0,20.0,25.0,24.0,31.0,20.0,16.0,22.0,17.0,14.0
2018-06-17,3.0,6.0,6.0,11.0,10.0,2.0,5.0,7.0,11.0,16.0,7.0,26.0,19.0,23.0,12.0,25.0,26.0,19.0,18.0,28.0,29.0,13.0,15.0,3.0
2018-06-18,4.0,4.0,4.0,9.0,1.0,12.0,12.0,14.0,38.0,19.0,32.0,20.0,22.0,40.0,29.0,40.0,19.0,30.0,15.0,16.0,23.0,26.0,15.0,9.0
2018-06-19,8.0,6.0,7.0,8.0,8.0,1.0,13.0,19.0,27.0,24.0,17.0,26.0,20.0,30.0,26.0,30.0,26.0,24.0,26.0,12.0,17.0,12.0,10.0,11.0
2018-06-20,4.0,2.0,6.0,6.0,3.0,6.0,11.0,12.0,32.0,21.0,28.0,17.0,43.0,21.0,30.0,26.0,22.0,15.0,11.0,19.0,7.0,16.0,16.0,6.0
2018-06-21,5.0,6.0,6.0,5.0,6.0,13.0,8.0,15.0,26.0,13.0,30.0,18.0,18.0,29.0,20.0,40.0,29.0,26.0,17.0,19.0,13.0,14.0,11.0,9.0
2018-06-22,9.0,6.0,12.0,8.0,4.0,6.0,13.0,14.0,13.0,15.0,28.0,21.0,19.0,18.0,20.0,27.0,21.0,20.0,17.0,17.0,15.0,21.0,13.0,16.0
2018-06-23,8.0,8.0,6.0,8.0,6.0,9.0,6.0,8.0,13.0,30.0,16.0,14.0,22.0,23.0,23.0,13.0,21.0,16.0,19.0,12.0,11.0,17.0,15.0,13.0
2018-06-24,8.0,6.0,3.0,7.0,6.0,8.0,6.0,15.0,12.0,12.0,23.0,14.0,16.0,27.0,22.0,16.0,22.0,24.0,13.0,37.0,20.0,14.0,15.0,4.0
2018-06-25,13.0,8.0,5.0,3.0,3.0,8.0,11.0,18.0,24.0,28.0,23.0,18.0,35.0,25.0,27.0,22.0,25.0,29.0,17.0,26.0,8.0,19.0,10.0,6.0
2018-06-26,4.0,4.0,7.0,13.0,4.0,11.0,11.0,19.0,12.0,19.0,24.0,29.0,19.0,18.0,29.0,21.0,32.0,33.0,30.0,17.0,16.0,12.0,13.0,5.0
2018-06-27,4.0,6.0,1.0,6.0,2.0,13.0,6.0,14.0,24.0,15.0,33.0,25.0,36.0,25.0,22.0,34.0,24.0,31.0,29.0,15.0,19.0,17.0,5.0,11.0
2018-06-28,10.0,5.0,12.0,2.0,13.0,41.0,45.0,32.0,35.0,25.0,41.0,35.0,39.0,38.0,29.0,26.0,30.0,22.0,28.0,13.0,15.0,18.0,9.0,10.0
2018-06-29,11.0,10.0,7.0,9.0,6.0,3.0,7.0,16.0,22.0,20.0,16.0,23.0,28.0,31.0,24.0,35.0,30.0,31.0,22.0,25.0,18.0,16.0,13.0,13.0
2018-06-30,9.0,9.0,5.0,14.0,1.0,8.0,2.0,5.0,16.0,21.0,29.0,28.0,34.0,26.0,27.0,22.0,34.0,20.0,26.0,25.0,20.0,19.0,15.0,23.0
2018-07-01,5.0,9.0,19.0,5.0,2.0,4.0,7.0,13.0,13.0,9.0,17.0,19.0,20.0,26.0,22.0,28.0,24.0,22.0,19.0,20.0,18.0,25.0,23.0,5.0
2018-07-02,5.0,10.0,4.0,4.0,5.0,6.0,11.0,23.0,27.0,28.0,19.0,19.0,28.0,27.0,31.0,38.0,31.0,39.0,37.0,17.0,22.0,23.0,9.0,8.0
2018-07-03,7.0,6.0,9.0,2.0,2.0,9.0,9.0,13.0,21.0,23.0,27.0,23.0,31.0,39.0,29.0,41.0,26.0,40.0,43.0,46.0,39.0,18.0,16.0,11.0
2018-07-04,5.0,5.0,5.0,2.0,4.0,7.0,10.0,3.0,16.0,22.0,17.0,24.0,18.0,21.0,17.0,13.0,16.0,18.0,13.0,26.0,16.0,27.0,19.0,8.0
2018-07-05,6.0,4.0,8.0,10.0,9.0,10.0,10.0,13.0,23.0,28.0,21.0,26.0,27.0,31.0,32.0,26.0,21.0,25.0,27.0,20.0,20.0,23.0,14.0,4.0
2018-07-06,7.0,3.0,6.0,5.0,13.0,15.0,24.0,15.0,16.0,26.0,28.0,23.0,17.0,31.0,25.0,18.0,25.0,28.0,21.0,16.0,18.0,8.0,16.0,9.0
2018-07-07,10.0,6.0,8.0,12.0,6.0,6.0,7.0,13.0,9.0,19.0,18.0,16.0,25.0,18.0,25.0,14.0,20.0,18.0,15.0,25.0,17.0,29.0,9.0,7.0
2018-07-08,15.0,9.0,6.0,6.0,13.0,7.0,6.0,5.0,17.0,16.0,24.0,17.0,17.0,16.0,15.0,13.0,20.0,17.0,20.0,11.0,12.0,10.0,4.0,7.0
2018-07-09,5.0,8.0,2.0,5.0,4.0,5.0,13.0,13.0,27.0,21.0,26.0,20.0,30.0,40.0,20.0,22.0,36.0,30.0,24.0,28.0,11.0,12.0,14.0,5.0
2018-07-10,6.0,7.0,6.0,3.0,9.0,5.0,8.0,18.0,26.0,31.0,24.0,31.0,31.0,22.0,32.0,22.0,34.0,30.0,31.0,20.0,17.0,17.0,8.0,10.0
2018-07-11,7.0,7.0,2.0,4.0,5.0,7.0,9.0,22.0,20.0,35.0,15.0,39.0,16.0,36.0,22.0,26.0,22.0,30.0,40.0,18.0,11.0,24.0,9.0,12.0
2018-07-12,0.0,4.0,4.0,2.0,1.0,9.0,6.0,19.0,28.0,34.0,23.0,16.0,17.0,26.0,26.0,33.0,26.0,30.0,28.0,24.0,23.0,22.0,21.0,16.0
2018-07-13,7.0,7.0,12.0,7.0,6.0,9.0,11.0,8.0,19.0,27.0,21.0,28.0,29.0,16.0,32.0,29.0,31.0,26.0,22.0,28.0,19.0,16.0,8.0,6.0
2018-07-14,11.0,10.0,5.0,5.0,7.0,6.0,3.0,5.0,8.0,17.0,16.0,19.0,27.0,37.0,17.0,17.0,24.0,25.0,20.0,20.0,18.0,13.0,11.0,6.0
2018-07-15,13.0,6.0,12.0,5.0,5.0,1.0,9.0,8.0,6.0,17.0,26.0,20.0,40.0,26.0,30.0,25.0,18.0,21.0,14.0,18.0,18.0,26.0,20.0,13.0
2018-07-16,7.0,7.0,5.0,11.0,6.0,7.0,17.0,15.0,17.0,24.0,27.0,19.0,23.0,19.0,26.0,31.0,34.0,30.0,31.0,10.0,16.0,12.0,10.0,6.0
2018-07-17,5.0,2.0,4.0,7.0,6.0,10.0,9.0,19.0,31.0,25.0,31.0,25.0,32.0,25.0,52.0,33.0,32.0,45.0,27.0,18.0,12.0,16.0,9.0,6.0
2018-07-18,5.0,6.0,10.0,8.0,1.0,6.0,6.0,23.0,28.0,24.0,19.0,26.0,22.0,38.0,25.0,25.0,28.0,32.0,16.0,9.0,25.0,14.0,9.0,8.0
2018-07-19,9.0,7.0,7.0,5.0,7.0,4.0,12.0,16.0,27.0,15.0,23.0,33.0,29.0,25.0,22.0,22.0,19.0,33.0,25.0,17.0,20.0,16.0,14.0,9.0
2018-07-20,9.0,6.0,0.0,1.0,2.0,13.0,15.0,17.0,22.0,20.0,18.0,27.0,27.0,15.0,19.0,15.0,26.0,34.0,18.0,14.0,16.0,27.0,27.0,9.0
2018-07-21,6.0,9.0,6.0,6.0,7.0,5.0,8.0,5.0,10.0,10.0,11.0,22.0,13.0,21.0,10.0,11.0,26.0,19.0,19.0,17.0,11.0,20.0,18.0,24.0
2018-07-22,21.0,35.0,17.0,14.0,8.0,16.0,13.0,14.0,20.0,24.0,32.0,16.0,26.0,17.0,31.0,22.0,15.0,24.0,25.0,18.0,27.0,17.0,9.0,7.0
2018-07-23,5.0,6.0,4.0,2.0,5.0,12.0,11.0,10.0,20.0,20.0,23.0,23.0,33.0,19.0,37.0,33.0,30.0,26.0,21.0,25.0,3.0,18.0,12.0,10.0
2018-07-24,13.0,11.0,9.0,16.0,8.0,7.0,15.0,21.0,25.0,31.0,17.0,33.0,38.0,28.0,27.0,12.0,24.0,18.0,21.0,15.0,6.0,8.0,15.0,11.0
2018-07-25,4.0,7.0,8.0,10.0,4.0,12.0,10.0,23.0,28.0,23.0,21.0,19.0,28.0,25.0,13.0,23.0,24.0,28.0,24.0,27.0,12.0,16.0,15.0,9.0
2018-07-26,14.0,6.0,10.0,6.0,9.0,3.0,14.0,15.0,17.0,21.0,33.0,18.0,20.0,21.0,35.0,23.0,37.0,23.0,22.0,18.0,14.0,15.0,12.0,8.0
2018-07-27,13.0,7.0,7.0,5.0,3.0,6.0,9.0,14.0,26.0,28.0,22.0,19.0,36.0,20.0,17.0,24.0,26.0,18.0,20.0,26.0,22.0,21.0,10.0,11.0
2018-07-28,17.0,4.0,12.0,10.0,3.0,3.0,11.0,7.0,16.0,24.0,18.0,29.0,14.0,14.0,18.0,19.0,26.0,19.0,19.0,21.0,17.0,11.0,10.0,13.0
2018-07-29,6.0,13.0,4.0,11.0,7.0,3.0,6.0,13.0,8.0,10.0,19.0,11.0,18.0,13.0,17.0,14.0,15.0,20.0,30.0,23.0,19.0,14.0,9.0,10.0
2018-07-30,5.0,7.0,5.0,3.0,9.0,9.0,14.0,19.0,25.0,20.0,17.0,13.0,27.0,28.0,31.0,30.0,22.0,24.0,23.0,23.0,13.0,11.0,10.0,7.0
2018-07-31,8.0,11.0,6.0,7.0,7.0,5.0,6.0,12.0,15.0,23.0,16.0,23.0,21.0,26.0,33.0,25.0,31.0,22.0,15.0,27.0,18.0,16.0,8.0,6.0
2018-08-01,8.0,7.0,5.0,3.0,8.0,6.0,13.0,19.0,14.0,23.0,29.0,30.0,21.0,34.0,20.0,22.0,35.0,28.0,23.0,10.0,15.0,11.0,20.0,6.0
2018-08-02,12.0,6.0,8.0,6.0,8.0,4.0,11.0,13.0,26.0,25.0,26.0,17.0,20.0,22.0,27.0,13.0,20.0,22.0,25.0,14.0,13.0,13.0,2.0,6.0
2018-08-03,3.0,3.0,9.0,9.0,5.0,10.0,9.0,18.0,27.0,15.0,14.0,8.0,25.0,27.0,21.0,22.0,23.0,22.0,25.0,12.0,18.0,11.0,18.0,18.0
2018-08-04,12.0,10.0,6.0,2.0,3.0,12.0,17.0,26.0,24.0,14.0,20.0,25.0,22.0,18.0,21.0,21.0,24.0,13.0,15.0,24.0,20.0,23.0,7.0,12.0
2018-08-05,9.0,10.0,15.0,7.0,2.0,6.0,6.0,16.0,17.0,14.0,17.0,26.0,29.0,29.0,13.0,16.0,20.0,24.0,18.0,17.0,12.0,16.0,13.0,13.0
2018-08-06,6.0,7.0,11.0,4.0,3.0,3.0,9.0,11.0,27.0,26.0,29.0,26.0,28.0,28.0,15.0,31.0,30.0,22.0,23.0,20.0,13.0,14.0,14.0,10.0
2018-08-07,9.0,5.0,4.0,2.0,3.0,9.0,11.0,13.0,26.0,18.0,24.0,21.0,31.0,30.0,16.0,24.0,20.0,36.0,26.0,34.0,29.0,25.0,14.0,9.0
2018-08-08,7.0,6.0,4.0,3.0,10.0,8.0,5.0,16.0,19.0,24.0,23.0,36.0,21.0,24.0,29.0,31.0,29.0,22.0,28.0,24.0,16.0,15.0,9.0,6.0
2018-08-09,5.0,5.0,1.0,7.0,4.0,7.0,5.0,20.0,19.0,23.0,16.0,24.0,15.0,19.0,24.0,32.0,16.0,24.0,26.0,19.0,17.0,15.0,10.0,12.0
2018-08-10,11.0,9.0,4.0,11.0,7.0,6.0,2.0,11.0,21.0,21.0,19.0,21.0,33.0,27.0,44.0,38.0,30.0,40.0,20.0,23.0,15.0,12.0,13.0,7.0
2018-08-11,9.0,8.0,8.0,3.0,6.0,6.0,8.0,11.0,13.0,14.0,30.0,38.0,19.0,47.0,77.0,38.0,22.0,30.0,24.0,14.0,15.0,16.0,10.0,8.0
2018-08-12,6.0,5.0,13.0,1.0,10.0,7.0,6.0,9.0,10.0,13.0,16.0,18.0,24.0,16.0,21.0,19.0,15.0,11.0,10.0,24.0,9.0,14.0,11.0,2.0
2018-08-13,7.0,11.0,9.0,4.0,5.0,7.0,12.0,19.0,38.0,124.0,75.0,69.0,50.0,32.0,19.0,31.0,31.0,19.0,14.0,23.0,19.0,27.0,24.0,5.0
2018-08-14,9.0,6.0,6.0,3.0,6.0,5.0,14.0,13.0,15.0,31.0,20.0,19.0,26.0,32.0,18.0,19.0,39.0,38.0,22.0,20.0,15.0,16.0,14.0,7.0
2018-08-15,7.0,5.0,4.0,7.0,3.0,5.0,8.0,18.0,25.0,13.0,21.0,36.0,39.0,30.0,23.0,35.0,26.0,29.0,20.0,10.0,17.0,13.0,15.0,11.0
2018-08-16,11.0,6.0,5.0,6.0,3.0,0.0,6.0,13.0,16.0,14.0,23.0,25.0,29.0,20.0,19.0,34.0,25.0,28.0,24.0,22.0,25.0,8.0,13.0,7.0
2018-08-17,11.0,4.0,7.0,7.0,3.0,4.0,3.0,11.0,24.0,18.0,21.0,31.0,28.0,25.0,25.0,21.0,27.0,22.0,23.0,27.0,21.0,18.0,12.0,6.0
2018-08-18,6.0,18.0,11.0,4.0,8.0,10.0,12.0,11.0,20.0,10.0,21.0,21.0,20.0,25.0,15.0,25.0,29.0,20.0,16.0,16.0,10.0,15.0,10.0,9.0
2018-08-19,7.0,5.0,7.0,5.0,4.0,7.0,10.0,24.0,5.0,21.0,19.0,17.0,24.0,22.0,17.0,13.0,20.0,27.0,25.0,23.0,13.0,9.0,12.0,7.0
2018-08-20,9.0,11.0,7.0,4.0,3.0,8.0,14.0,10.0,22.0,21.0,16.0,15.0,37.0,20.0,13.0,20.0,26.0,31.0,31.0,13.0,9.0,14.0,17.0,14.0
2018-08-21,9.0,4.0,2.0,8.0,8.0,5.0,11.0,15.0,18.0,15.0,25.0,22.0,26.0,25.0,20.0,18.0,26.0,23.0,12.0,13.0,10.0,17.0,17.0,37.0
2018-08-22,18.0,15.0,7.0,11.0,9.0,4.0,18.0,22.0,34.0,23.0,20.0,22.0,21.0,21.0,22.0,17.0,29.0,40.0,25.0,11.0,12.0,10.0,6.0,6.0
2018-08-23,10.0,3.0,1.0,4.0,2.0,6.0,12.0,19.0,18.0,23.0,33.0,22.0,18.0,32.0,30.0,23.0,35.0,39.0,16.0,14.0,6.0,14.0,15.0,10.0
2018-08-24,6.0,3.0,8.0,3.0,7.0,10.0,8.0,15.0,31.0,16.0,22.0,20.0,18.0,26.0,26.0,26.0,21.0,12.0,28.0,17.0,11.0,13.0,11.0,8.0
2018-08-25,15.0,11.0,7.0,5.0,6.0,5.0,5.0,6.0,15.0,13.0,15.0,23.0,23.0,13.0,20.0,22.0,22.0,16.0,18.0,19.0,6.0,13.0,8.0,12.0
2018-08-26,7.0,5.0,2.0,5.0,7.0,4.0,6.0,7.0,16.0,13.0,14.0,20.0,19.0,24.0,16.0,14.0,21.0,14.0,28.0,11.0,21.0,7.0,15.0,11.0
2018-08-27,17.0,3.0,5.0,2.0,2.0,14.0,12.0,19.0,20.0,25.0,21.0,25.0,32.0,23.0,25.0,28.0,32.0,32.0,16.0,14.0,20.0,15.0,5.0,11.0
2018-08-28,7.0,8.0,4.0,2.0,6.0,9.0,11.0,25.0,20.0,20.0,31.0,26.0,20.0,23.0,34.0,39.0,30.0,25.0,7.0,14.0,15.0,7.0,13.0,12.0
2018-08-29,7.0,5.0,9.0,4.0,2.0,4.0,12.0,20.0,38.0,17.0,24.0,30.0,16.0,36.0,25.0,23.0,30.0,20.0,29.0,18.0,25.0,20.0,12.0,2.0
2018-08-30,7.0,7.0,3.0,3.0,5.0,6.0,11.0,24.0,28.0,23.0,12.0,1.0,0.0,0.0,12.0,30.0,18.0,31.0,22.0,14.0,21.0,11.0,9.0,12.0
2018-08-31,4.0,2.0,4.0,8.0,8.0,4.0,7.0,17.0,19.0,28.0,25.0,32.0,23.0,31.0,27.0,34.0,34.0,47.0,15.0,23.0,18.0,9.0,1.0,13.0
2018-09-01,6.0,13.0,4.0,8.0,6.0,0.0,10.0,11.0,19.0,19.0,21.0,23.0,18.0,24.0,24.0,19.0,19.0,17.0,23.0,26.0,17.0,21.0,10.0,16.0
2018-09-02,18.0,8.0,4.0,9.0,4.0,2.0,4.0,6.0,11.0,14.0,8.0,19.0,16.0,18.0,19.0,12.0,10.0,19.0,14.0,19.0,12.0,12.0,11.0,13.0
2018-09-03,6.0,10.0,6.0,2.0,3.0,8.0,16.0,9.0,7.0,16.0,16.0,23.0,16.0,17.0,17.0,31.0,12.0,16.0,18.0,16.0,24.0,15.0,16.0,5.0
2018-09-04,11.0,9.0,5.0,7.0,5.0,5.0,16.0,15.0,32.0,36.0,14.0,39.0,30.0,26.0,29.0,22.0,34.0,29.0,22.0,28.0,27.0,20.0,6.0,8.0
2018-09-05,3.0,11.0,3.0,4.0,4.0,8.0,11.0,29.0,23.0,35.0,27.0,18.0,24.0,29.0,25.0,25.0,39.0,31.0,25.0,23.0,17.0,17.0,14.0,8.0
2018-09-06,6.0,5.0,5.0,3.0,1.0,6.0,5.0,20.0,24.0,23.0,14.0,27.0,21.0,40.0,30.0,27.0,23.0,36.0,25.0,24.0,15.0,10.0,14.0,8.0
2018-09-07,12.0,6.0,7.0,5.0,6.0,8.0,18.0,19.0,23.0,25.0,18.0,19.0,27.0,28.0,30.0,37.0,27.0,30.0,37.0,26.0,26.0,26.0,14.0,8.0
2018-09-08,8.0,8.0,6.0,11.0,9.0,14.0,12.0,16.0,25.0,19.0,25.0,26.0,20.0,12.0,23.0,22.0,14.0,16.0,16.0,27.0,20.0,13.0,13.0,11.0
2018-09-09,10.0,6.0,14.0,4.0,4.0,4.0,6.0,16.0,17.0,15.0,25.0,19.0,29.0,19.0,32.0,32.0,24.0,19.0,22.0,24.0,24.0,13.0,9.0,6.0
